timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-20T10:41:30,llama3_debugger,244eb629-f2c0-4705-8270-d30832080726,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17.034616666001966,8.518851457853172e-06,5.00090587588934e-07,0.0718,0.0,3.0,2.7910309985973036e-07,0.0,1.1661409791680248e-05,1.1940512891539976e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,11.33846153846154,0,84.72307692307693,9.033866295447716,N,1.0,0.0
2026-04-20T10:46:05,llama3_debugger,8abc229c-08db-489c-97ca-35f6e11fc79e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.680542542017063,6.4308707369021065e-06,4.7007424721285475e-07,0.0488,0.0,3.0,1.4428391395841672e-07,0.0,8.869594930826375e-06,9.013878844784791e-06,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,8.8,0,83.75,9.88742218017578,N,1.0,0.0
2026-04-22T11:06:05,llama3_debugger,1f39088a-8079-40f4-8b9a-688d5cf60042,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17.795426374999806,9.036482038297902e-06,5.077980065143564e-07,0.0920999999999999,0.0,3.0,3.772783120835277e-07,0.0,1.2288775416673162e-05,1.266605372875669e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,13.6,0,87.59285714285714,9.19268035888672,N,1.0,0.0
2026-04-22T11:06:43,llama3_debugger,2cfe9fc6-9a68-497b-8a9e-4d690cf1a162,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.129214707994834,7.44115827852291e-06,4.918403514090344e-07,0.1022,0.0065,3.0,3.428116920768468e-07,2.4573530538186283e-08,1.0062570833348826e-05,1.0429956055963858e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,8.833333333333334,0,87.35833333333333,9.153677622477211,N,1.0,0.0
2026-04-22T11:12:37,llama3_debugger,7ece3c4d-9bc2-4dae-9d2a-16a8036f361e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21.98479170797509,3.978437579275096e-05,1.809631690907446e-06,0.84195,4.166899999999999,3.0,4.318041652268919e-06,3.825136910581592e-05,1.3194661944144173e-05,5.5764072702229e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,13.733333333333333,0,84.38333333333334,8.785914103190104,N,1.0,0.0
2026-04-22T11:12:56,llama3_debugger,5f9b8973-7a93-4922-8670-2e8eff290f58,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.16675954099628,5.945738620073332e-06,4.886871150891885e-07,0.2843,0.0029,3.0,7.206887726244935e-07,8.577515982631466e-09,7.604623437485619e-06,8.333889726092743e-06,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,8.522222222222222,0,86.61111111111111,9.151869032118055,N,1.0,0.0
2026-04-22T11:13:13,llama3_debugger,d4625053-69d1-4427-a513-d017e52eb368,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.45911266701296,5.888301741783252e-06,4.726100404704789e-07,0.1296,0.0169,3.0,3.3966261449991733e-07,5.1415100422182555e-08,7.862305174179105e-06,8.253382889101203e-06,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,11.066666666666666,0,86.47777777777777,9.30249532063802,N,1.0,0.0
2026-04-22T11:18:35,llama3_debugger,8028ea94-3bb7-4404-ba9f-84a53dd55be9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,16.80519470802392,4.659317384893442e-08,2.772545909669689e-09,0.0802,0.015,3.0,3.064646844171269e-07,6.372375190840103e-08,1.1463434270845028e-05,1.1833622707170557e-05,0.0,Canada,CAN,quebec,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,-71.2,46.8,16.0,machine,11.053846153846154,0,84.17692307692307,8.82504624586839,N,1.0,0.0
2026-04-22T11:18:56,llama3_debugger,83a716d4-30af-42c3-8b3a-9e67baac7de8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.837141416006489,7.8439094630526e-06,4.952856867922399e-07,0.0917,0.0,3.0,3.261045514510706e-07,0.0,1.0668370763329828e-05,1.09944753147809e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,8.875,0,86.35833333333333,9.205612182617188,N,1.0,0.0
2026-04-22T11:19:12,llama3_debugger,a218cdac-e439-44db-9d77-f226b44dc026,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.41273429201101,6.294699161569021e-06,4.693076761625194e-07,0.063,0.0,3.0,1.8147955292290137e-07,0.0,8.641533368354431e-06,8.823012921277333e-06,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,18.24,0,86.58,9.199208068847655,N,1.0,0.0
